episodes,rewards,time
1.0,-47931.257,0.191101
31.002900290029004,-63843.803,0.5830029999999999
61.00580058005801,-56193.425,1.157641
91.00870087008701,-55933.904,2.1617759999999997
121.01160116011602,-49888.341,3.7653169999999996
151.01450145014502,-60502.59,5.937098
181.01740174017402,-77929.662,8.721549
211.02030203020303,-67110.851,12.078729
241.02320232023203,-76719.33,16.038137
271.02610261026103,-81469.68,20.568226
301.02900290029004,-63913.026,26.662745
331.03190319031904,-47071.788,33.399158
361.03480348034805,-45725.504,40.705334
391.03770377037705,-46502.219,48.627637
421.04060406040605,-36342.234,57.122808
451.04350435043506,-52858.66,66.216309
481.04640464046406,-54836.198,75.88582799999999
511.04930493049307,-49413.48,86.15964399999999
541.0522052205221,-29998.01,97.02277899999999
571.0551055105511,-17612.853,108.48669699999999
601.0580058005801,-29266.15,121.49747799999999
631.060906090609,-9253.433,135.172712
661.0638063806381,-6737.1,149.421009
691.0667066706671,-11016.19,164.27929699999999
721.0696069606961,-12221.35,179.70821899999999
751.072507250725,-37259.384,195.74079099999997
781.0754075407541,-26516.37,212.35896099999997
811.0783078307832,-22043.013,229.57485299999996
841.0812081208121,-21048.589,247.36139499999996
871.084108410841,515.804,265.765405
901.0870087008701,353.408,285.700423
931.0899089908992,-81.568,306.31739600000003
961.0928092809281,-446.57,327.50500600000004
991.0957095709571,-2235.83,349.295224
1021.0986098609861,-1071.949,371.66704400000003
1051.1015101510152,-825.417,394.65134800000004
1081.1044104410441,-2922.936,418.21999600000004
1111.107310731073,-4669.863,442.417767
1141.1102110211023,-3015.427,467.18825000000004
1171.1131113111312,-2927.892,492.56322200000005
1201.1160116011602,-1299.79,519.473387
1231.118911891189,-1059.14,547.061437
1261.121812181218,-768.797,575.230412
1291.1247124712472,-3198.635,603.999561
1321.1276127612762,-2294.276,633.3393199999999
1351.1305130513051,-2225.012,663.29779
1381.1334133413343,-4200.197,693.832648
1411.1363136313632,-5455.745,724.971812
1441.1392139213922,-3212.686,756.688881
1471.1421142114211,-6303.138,789.016396
1501.14501450145,-5802.188,822.912216
1531.1479147914793,-10193.879,857.487273
1561.1508150815082,-2738.045,892.6577679999999
1591.1537153715371,-1932.144,928.4094809999999
1621.1566156615663,-5714.412,964.7380769999999
1651.1595159515953,-3628.966,1001.6694919999999
1681.1624162416242,-14751.952,1039.1778069999998
1711.1653165316532,-3869.069,1077.3102269999997
1741.168216821682,-6535.034,1116.0142909999997
1771.1711171117113,-10186.933,1155.3191469999997
1801.1740174017402,-10337.415,1196.1698619999997
1831.1769176917692,-9629.591,1237.6875909999997
1861.1798179817984,-7977.843,1279.7797809999997
1891.1827182718273,-6620.803,1322.4879479999997
1921.1856185618562,-5250.64,1365.7808149999996
1951.1885188518852,-8812.796,1409.6790799999997
1981.1914191419141,-6898.011,1454.1466009999997
2011.1943194319433,-5165.126,1499.2221299999997
2041.1972197219723,-8221.379,1544.8733179999997
2071.200120012001,-7931.513,1591.1264739999997
2101.2030203020304,-7424.575,1638.9340239999997
2131.205920592059,-7320.082,1687.4358119999997
2161.2088208820883,-6101.384,1736.5290449999998
2191.2117211721174,-4534.538,1786.2273789999997
2221.214621462146,-6274.565,1836.5018669999997
2251.2175217521753,-5623.343,1887.3851339999997
2281.2204220422045,-4069.411,1938.8447349999997
2311.2233223322332,-4633.837,1990.9140229999996
2341.2262226222624,-3682.878,2043.5566789999996
2371.229122912291,-4598.694,2096.7672709999997
2401.2320232023203,-1584.294,2151.5487279999998
2431.2349234923495,-5691.513,2207.033399
2461.237823782378,-4394.486,2263.0927389999997
2491.2407240724074,-4944.245,2319.7576649999996
2521.243624362436,-4538.985,2377.0001809999994
2551.2465246524653,-3190.578,2434.8505539999996
2581.2494249424944,-3989.324,2493.2715719999997
2611.252325232523,-4925.511,2552.2989979999998
2641.2552255225523,-4935.506,2611.9182809999998
2671.2581258125815,-3621.716,2672.142094
2701.2610261026102,-3401.951,2733.916386
2731.2639263926394,-3625.518,2796.394112
2761.2668266826686,-3896.259,2859.448215
2791.2697269726973,-3271.093,2923.118639
2821.2726272627265,-2695.75,2987.36021
2851.275527552755,-2862.903,3052.2221329999998
2881.2784278427844,-2645.307,3117.659659
2911.2813281328135,-1851.579,3183.697355
2941.2842284228423,-2541.138,3250.309793
2971.2871287128714,-2845.579,3317.528659
3001.2900290029,-2232.711,3386.279291
3031.2929292929293,-2695.849,3455.6913799999998
3061.2958295829585,-3701.036,3525.6801809999997
3091.298729872987,-3130.101,3596.290846
3121.3016301630164,-3184.162,3667.47593
3151.3045304530456,-3517.361,3739.27378
3181.3074307430743,-2894.609,3811.642693
3211.3103310331035,-2579.947,3884.625619
3241.3132313231326,-2817.137,3958.181135
3271.3161316131614,-1964.961,4032.347221
3301.3190319031905,-1799.695,4108.086219
3331.3219321932193,-2668.573,4184.510521
3361.3248324832484,-2892.026,4261.51052
3391.3277327732776,-2245.053,4339.121397
3421.3306330633063,-3442.393,4417.309526
3451.3335333533355,-2311.619,4496.096253
3481.336433643364,-2298.255,4575.464344
3511.3393339333934,-1546.068,4655.437618
3541.3422342234226,-2295.598,4735.992216
3571.3451345134513,-2547.583,4817.149324999999
3601.3480348034805,-3014.613,4899.882462999999
3631.3509350935096,-2376.079,4983.310658999999
3661.3538353835384,-2936.591,5067.311395999999
3691.3567356735675,-3365.072,5151.931601999999
3721.3596359635967,-2192.763,5237.150327999999
3751.3625362536254,-2590.194,5322.998883999999
3781.3654365436546,-2722.481,5409.4414419999985
3811.3683368336833,-2145.356,5496.492159999999
3841.3712371237125,-1919.32,5584.122923999999
3871.3741374137417,-2029.652,5672.354625999999
3901.3770377037704,-2529.155,5762.167304999999
3931.3799379937996,-1419.899,5852.679816999999
3961.3828382838283,-3198.132,5943.765116999999
3991.3857385738575,-2487.659,6035.462854999999
4021.3886388638866,-2677.55,6127.743120999999
4051.3915391539153,-2163.896,6220.701420999999
4081.3944394439445,-1916.871,6314.253863999998
4111.397339733973,-2330.43,6408.536791999998
4141.400240024002,-2937.549,6503.405445999998
4171.403140314032,-3234.366,6598.888547999998
4201.406040604061,-3047.584,6695.945708999998
4231.40894089409,-2066.574,6793.692627999998
4261.411841184118,-2714.077,6892.0489309999975
4291.414741474147,-2699.667,6990.984066999998
4321.417641764177,-2400.112,7090.494703999998
4351.420542054206,-3338.269,7190.619872999998
4381.423442344235,-1846.76,7291.317750999998
4411.426342634263,-2044.108,7392.625122999998
4441.429242924292,-2314.44,7494.507720999998
4471.4321432143215,-1880.106,7597.0065749999985
4501.435043504351,-2770.147,7701.070528999999
4531.43794379438,-1960.29,7805.824829999999
4561.440844084409,-2604.498,7911.197092999999
4591.443744374437,-3195.831,8017.147880999999
4621.4466446644665,-2284.388,8123.701235999999
4651.449544954496,-2401.232,8230.841653
4681.452445244525,-2465.372,8338.566418
4711.455345534554,-2284.282,8446.918708000001
4741.458245824582,-2929.523,8555.848449000001
4771.461146114611,-2983.448,8665.400555
4801.464046404641,-2285.428,8776.525673
4831.46694669467,-2518.126,8888.291429
4861.469846984699,-3565.337,9000.630154
4891.472747274727,-2088.11,9113.585322
4921.475647564756,-2091.783,9227.118604000001
4951.478547854786,-3150.616,9341.292228
4981.481448144815,-3282.698,9456.048713
5011.484348434844,-2300.935,9571.416833
5041.487248724872,-2441.365,9687.365663999999
5071.490149014901,-1853.912,9803.891856999999
5101.4930493049305,-2177.437,9921.980790999998
5131.49594959496,-2537.986,10040.748009999998
5161.498849884989,-2545.826,10160.130536999997
5191.501750175018,-2572.055,10280.101578999996
5221.504650465046,-3086.684,10400.650455999996
5251.5075507550755,-3066.334,10521.808536999995
5281.510451045105,-2923.999,10643.545553999995
5311.513351335134,-2682.782,10765.893291999995
5341.516251625163,-3306.097,10888.819360999994
5371.519151915191,-2669.048,11012.364433999994
5401.5220522052205,-2542.959,11137.451456999994
5431.52495249525,-2657.242,11263.236959999993
5461.527852785279,-2715.17,11389.599963999994
5491.530753075308,-2947.537,11516.574484999994
5521.533653365337,-2850.856,11644.128161999994
5551.536553655365,-3572.636,11772.288929999993
5581.539453945395,-2852.397,11901.025458999993
5611.542354235424,-3046.165,12030.377286999994
5641.545254525453,-3428.669,12160.305287999994
5671.548154815482,-3806.883,12290.856768999995
5701.55105510551,-3746.251,12422.974049999995
5731.55395539554,-3928.274,12555.773201999995
5761.556855685569,-2574.751,12689.179500999995
5791.559755975598,-3435.542,12823.171595999995
5821.562656265627,-3609.183,12957.771296999994
5851.565556555655,-3923.893,13092.954205999993
5881.5684568456845,-4097.446,13228.714950999993
5911.571357135714,-2331.503,13365.095576999993
5941.574257425743,-4028.567,13502.052404999993
5971.577157715772,-3180.434,13639.623292999993
