episodes,rewards,time
1.0,-39350.908,0.195298
31.002900290029004,-84473.61,0.574147
61.00580058005801,-54414.717,1.141111
91.00870087008701,-88437.228,1.8960759999999999
121.01160116011602,-83778.434,2.835363
151.01450145014502,-54639.039,3.9741730000000004
181.01740174017402,-57405.408,5.300283
211.02030203020303,-59898.005,6.81231
241.02320232023203,-46483.618,8.511378
271.02610261026103,-13398.691,10.395571
301.02900290029004,-37175.787,13.432015
331.03190319031904,-62664.463,16.655929999999998
361.03480348034805,-75351.01,20.075471999999998
391.03770377037705,-54684.38,23.689707
421.04060406040605,-53395.784,27.493253
451.04350435043506,-52200.368,31.485087
481.04640464046406,-45623.454,35.669882
511.04930493049307,-54509.758,40.041664
541.0522052205221,-75470.304,44.596771999999994
571.0551055105511,-31647.382,49.33889799999999
601.0580058005801,-25369.354,55.22451999999999
631.060906090609,-59535.237,61.29880699999999
661.0638063806381,-42192.362,67.55667499999998
691.0667066706671,-47386.877,74.00062599999998
721.0696069606961,-65431.961,80.63747099999998
751.072507250725,-50647.587,87.46799499999997
781.0754075407541,-9631.116,94.48693599999997
811.0783078307832,-31642.273,101.68979199999997
841.0812081208121,-32519.265,109.08013499999997
871.084108410841,-66766.047,116.65706399999996
901.0870087008701,-23815.69,125.35348999999997
931.0899089908992,-15506.18,134.23613299999997
961.0928092809281,-38797.585,143.31534899999997
991.0957095709571,-18494.685,152.58137199999996
1021.0986098609861,-5230.245,162.03393499999996
1051.1015101510152,-34716.732,171.68605499999995
1081.1044104410441,-4574.602,181.52192999999994
1111.107310731073,-58539.425,191.54420599999995
1141.1102110211023,-88565.802,201.75344199999995
1171.1131113111312,-53288.4,212.15141999999994
1201.1160116011602,-21926.93,223.70299099999994
1231.118911891189,-59514.147,235.44311399999995
1261.121812181218,-104596.137,247.36851899999996
1291.1247124712472,-51407.238,259.480461
1321.1276127612762,-76730.945,271.778843
1351.1305130513051,-57425.37,284.262658
1381.1334133413343,-48815.079,296.936823
1411.1363136313632,-79256.838,309.800022
1441.1392139213922,-87608.575,322.855569
1471.1421142114211,-56859.442,336.09766
1501.14501450145,-14491.525,350.45553
1531.1479147914793,-69665.321,365.001529
1561.1508150815082,-22806.354,379.751475
1591.1537153715371,-34001.848,394.68912
1621.1566156615663,-42826.164,409.813461
1651.1595159515953,-71949.307,425.121751
1681.1624162416242,-37678.065,440.618219
1711.1653165316532,-52716.135,456.304928
1741.168216821682,-31809.607,472.177675
1771.1711171117113,-5573.749,488.24631500000004
1801.1740174017402,-86462.356,505.43552400000004
1831.1769176917692,-30775.88,522.8094940000001
1861.1798179817984,-10114.201,540.3716610000001
1891.1827182718273,-34564.932,558.1463930000001
1921.1856185618562,-31077.464,576.1094320000001
1951.1885188518852,-1183.755,594.2574690000001
1981.1914191419141,-28799.303,612.5977860000002
2011.1943194319433,-9714.749,631.1219160000002
2041.1972197219723,-29450.0,649.8337200000002
2071.200120012001,-31647.77,668.7327090000002
2101.2030203020304,-1471.487,688.7486440000002
2131.205920592059,-5331.712,708.9516160000003
2161.2088208820883,-3320.584,729.3481190000003
2191.2117211721174,-57151.56,749.9527510000004
2221.214621462146,-70899.665,770.7652850000004
2251.2175217521753,-2681.442,791.7662080000005
2281.2204220422045,-57247.889,812.9510470000005
2311.2233223322332,-34902.483,834.3230140000005
2341.2262226222624,-88741.072,855.8811640000005
2371.229122912291,-53272.401,877.6329770000004
2401.2320232023203,-47071.7,900.5055910000004
2431.2349234923495,-3254.078,923.5644890000004
2461.237823782378,-53741.965,946.8094950000004
2491.2407240724074,-1880.661,970.2419390000005
2521.243624362436,-1652.097,993.8764510000004
2551.2465246524653,-21856.127,1017.6976310000005
2581.2494249424944,-20937.985,1041.7099150000004
2611.252325232523,-1421.442,1065.9058400000004
2641.2552255225523,-659.424,1090.2891520000003
2671.2581258125815,-63831.667,1114.8589430000002
2701.2610261026102,-22270.463,1140.545123
2731.2639263926394,-41101.448,1166.419268
2761.2668266826686,-17996.597,1192.489784
2791.2697269726973,-38949.629,1218.744535
2821.2726272627265,-61783.45,1245.189889
2851.275527552755,-76878.322,1271.846087
2881.2784278427844,-23677.573,1298.690369
2911.2813281328135,-22581.666,1325.723387
2941.2842284228423,-2566.778,1352.943637
2971.2871287128714,-34035.721,1380.349199
3001.2900290029,-33788.586,1408.873513
3031.2929292929293,-44778.223,1437.59147
3061.2958295829585,-6522.541,1466.4927260000002
3091.298729872987,-53045.419,1495.5804470000003
3121.3016301630164,-572.173,1524.8564570000003
3151.3045304530456,-10732.393,1554.3185930000004
3181.3074307430743,-24643.313,1583.9717920000005
3211.3103310331035,-22529.96,1613.8109500000005
3241.3132313231326,-39529.185,1643.8555580000004
3271.3161316131614,-27002.143,1674.0877470000005
3301.3190319031905,-52373.485,1705.4337310000005
3331.3219321932193,-2901.006,1736.9638740000005
3361.3248324832484,-65259.38,1768.6949460000005
3391.3277327732776,-45002.764,1800.6125780000004
3421.3306330633063,-55242.985,1832.7188250000004
3451.3335333533355,-57254.858,1865.0156600000005
3481.336433643364,-3993.337,1897.4992450000004
3511.3393339333934,-6263.706,1930.1735540000004
3541.3422342234226,-62132.225,1963.0347990000005
3571.3451345134513,-46301.902,1996.0789490000004
3601.3480348034805,-3254.704,2030.2395430000004
3631.3509350935096,-22004.073,2064.5834330000002
3661.3538353835384,-5675.07,2099.1151250000003
3691.3567356735675,-1882.464,2133.8461100000004
3721.3596359635967,-9602.649,2168.7687920000003
3751.3625362536254,-27748.059,2203.876302
3781.3654365436546,-34345.706,2239.1711020000002
3811.3683368336833,-56232.745,2274.6494140000004
3841.3712371237125,-22657.761,2310.3167550000003
3871.3741374137417,-1368.495,2346.1704910000003
3901.3770377037704,-2567.371,2383.1552910000005
3931.3799379937996,103.596,2420.3279340000004
3961.3828382838283,-31573.187,2457.6865150000003
3991.3857385738575,-1652.898,2495.274616
4021.3886388638866,-8314.192,2533.056567
4051.3915391539153,210.376,2571.029942
