episodes,rewards,time
1.0,-336.434,0.230289
31.0029,-311.626,0.672441
61.0058,-322.396,1.3290069999999998
91.0087,-345.875,2.1946579999999996
121.0116,-335.341,3.7997819999999995
151.0145,-337.476,5.622831
181.0174,-326.737,7.65454
211.0203,-333.172,9.894764
241.0232,-333.4,12.735398
271.0261,-319.459,15.799417
301.029,-330.032,20.122817
331.0319,-330.852,24.662492
361.0348,-323.875,29.919562
391.03770000000003,-313.578,35.388832
421.0406,-342.722,41.069394
451.0435,-315.28,46.961622000000006
481.0464,-327.079,53.067283
511.0493,-322.127,59.773563
541.0522,-354.395,66.684832
571.0551,-333.379,73.793958
601.058,-351.389,82.12569
631.0609000000001,-327.364,91.063962
661.0638,-345.465,100.21759800000001
691.0667,-309.046,109.56334900000002
721.0696,-332.545,119.10860200000002
751.0725,-337.676,129.24710700000003
781.0754000000001,-344.031,139.59101100000004
811.0783,-356.765,150.14270700000003
841.0812,-330.987,160.90860100000003
871.0841,-309.122,172.29294300000004
901.087,-323.543,184.87337400000004
931.0899000000001,-361.638,197.65264600000003
961.0928,-350.639,210.66529000000003
991.0957,-328.86,223.94868600000004
1021.0986,-339.292,237.82084200000003
1051.1015,-315.357,251.90762400000003
1081.1044,-319.057,266.19202900000005
1111.1073000000001,-328.471,280.6711030000001
1141.1102,-328.873,295.7236880000001
1171.1131,-342.156,310.9694220000001
1201.116,-325.879,327.42173200000013
1231.1189,-329.771,344.0787340000001
1261.1218000000001,-330.76,361.3942080000001
1291.1247,-348.743,378.9063620000001
1321.1276,-328.344,396.61366500000014
1351.1305,-332.876,414.5193820000001
1381.1334,-336.442,433.03045300000014
1411.1363000000001,-346.991,451.75667400000015
1441.1392,-353.839,470.69145600000013
1471.1421,-340.472,489.8255380000001
1501.145,-341.749,510.1248380000001
1531.1479,-344.186,531.0389000000001
1561.1508000000001,-347.967,552.2366770000001
1591.1537,-332.796,573.638579
1621.1566,-348.79,595.2399350000001
1651.1595,-342.479,617.427179
1681.1624,-348.827,639.816557
1711.1653000000001,-343.947,662.400406
1741.1682,-350.735,685.184068
1771.1711,-351.618,708.603441
1801.174,-333.317,733.209838
1831.1769,-345.243,758.032933
1861.1798000000001,-338.972,783.11613
1891.1827,-347.499,808.404244
1921.1856,-353.031,834.266493
1951.1885,-342.872,860.332063
1981.1914,-339.381,886.5939549999999
2011.1943,-332.042,913.0639819999999
2041.1972,-339.14,940.1370589999999
2071.2001,-326.274,967.4060379999999
2101.203,-331.568,995.8531989999999
2131.2059,-334.389,1024.519767
2161.2088,-339.521,1053.858795
2191.2117,-310.887,1083.396252
2221.2146000000002,-325.098,1113.128366
2251.2175,-334.233,1143.055259
2281.2204,-348.071,1173.609324
2311.2233,-338.837,1204.37795
2341.2262,-338.049,1235.353895
2371.2291,-321.926,1266.524786
2401.232,-329.159,1298.8683529999998
2431.2349,-331.99,1331.8362369999998
2461.2378,-326.528,1365.0451299999997
2491.2407,-327.305,1398.4513579999998
2521.2436000000002,-303.913,1432.0571219999997
2551.2465,-322.851,1466.2341319999998
2581.2494,-333.074,1500.6193049999997
2611.2523,-314.351,1535.2179089999997
2641.2552,-321.994,1570.0303649999996
2671.2581,-328.9,1605.4482179999995
2701.261,-304.397,1642.0522749999996
2731.2639,-320.17,1678.8703379999995
2761.2668,-331.912,1715.9004049999994
2791.2697,-329.034,1753.5471059999993
2821.2726000000002,-302.625,1791.3911919999994
2851.2755,-321.265,1829.4269659999993
2881.2784,-321.775,1867.6698769999994
2911.2813,-310.568,1906.1113289999994
2941.2842,-306.851,1945.1488709999994
2971.2871,-314.074,1984.3970899999995
3001.29,-325.947,2024.8161339999995
3031.2929,-323.401,2065.4357529999993
3061.2958,-321.566,2106.702920999999
3091.2987,-330.321,2148.1746789999993
3121.3016000000002,-314.116,2189.863795999999
3151.3045,-319.773,2231.7638979999992
3181.3074,-334.727,2274.2551239999993
3211.3103,-313.246,2316.944968999999
3241.3132,-298.989,2359.833027999999
3271.3161,-336.94,2402.922848999999
3301.319,-317.468,2447.6314699999994
3331.3219,-324.208,2492.5384829999994
3361.3248,-337.884,2537.6599359999996
3391.3277,-292.81,2582.9840219999996
3421.3306000000002,-306.84,2628.5125239999998
3451.3335,-338.269,2674.6308459999996
