episodes,rewards,time
1.0,-101.512041,0.061024
31.002900290029004,92.061458,0.128629
61.00580058005801,88.657474,0.203008
91.00870087008701,-31.041322,0.48261600000000004
121.01160116011602,-126.949842,0.9934630000000001
151.01450145014502,-47.248286,1.81529
181.01740174017402,140.991268,2.979038
211.02030203020303,103.6874,4.387246
241.02320232023203,92.588486,6.023118
271.02610261026103,98.957076,7.884303
301.02900290029004,-60.133512,10.011137
331.03190319031904,-98.205244,12.362838
361.03480348034805,0.262896,14.936565
391.03770377037705,-40.187788,17.734018
421.04060406040605,-120.11248,20.788317
451.04350435043506,10.278771,24.06601
481.04640464046406,38.304616,27.566395
511.04930493049307,32.625959,31.289518
541.0522052205221,-122.85757,35.23893
571.0551055105511,85.364715,39.411718
601.0580058005801,-31.449883,43.844714
631.060906090609,-29.116051,48.501249
661.0638063806381,-36.565974,53.382441
691.0667066706671,96.37095,58.486289
721.0696069606961,-105.675254,63.846016
751.072507250725,83.050678,69.433579
781.0754075407541,26.731496,75.243347
811.0783078307832,-14.278163,81.274544
841.0812081208121,96.592798,87.535801
871.084108410841,107.509075,94.02085500000001
901.0870087008701,102.904765,100.76501000000002
931.0899089908992,51.887587,107.73039400000002
961.0928092809281,-169.980352,114.92189100000002
991.0957095709571,-70.150358,122.33721400000002
1021.0986098609861,52.690949,130.03023100000001
1051.1015101510152,155.602135,137.946748
1081.1044104410441,-18.172199,146.093152
1111.107310731073,117.321038,154.463539
1141.1102110211023,160.485894,163.055717
1171.1131113111312,155.04204,171.869791
1201.1160116011602,217.631521,180.941085
1231.118911891189,-20.394345,190.27092699999997
1261.121812181218,245.240437,199.84896199999997
1291.1247124712472,94.586243,209.70071999999996
1321.1276127612762,66.603191,219.79307299999996
1351.1305130513051,-63.30063,230.10700699999995
1381.1334133413343,-90.088566,240.64549999999994
1411.1363136313632,83.37151,251.42671699999994
1441.1392139213922,114.909138,262.4610829999999
1471.1421142114211,67.297575,273.7568859999999
1501.14501450145,95.177521,285.3461229999999
1531.1479147914793,59.492547,297.2456389999999
1561.1508150815082,117.709144,309.4111979999999
