-1378605.233,100,0.589097
-1069155.768,100,1.748442
-1461439.71,100,2.8627
-2029915.297,100,3.994678
-2021981.14,100,5.109315
-2037936.852,100,6.247906
-2052792.0,100,7.366943
-2034849.329,100,8.514521
-2034961.03,100,9.66255
-1361629.319,100,0.596398
-1101482.732,100,1.757819
-2190466.454,100,2.93585
-1360384.701,100,0.60618
-21035.346,100,1.708916
-37429.68,100,2.83954
-37204.9,100,3.998416
-37234.88,100,5.131408
-1360384.701,100,0.605065
-10499.08,100,1.73532
152.42,100,2.888079
161.29,100,4.021587
111.16,100,5.131187
132.7,100,6.24459
154.24,100,7.361137
-1360384.701,100,0.629304
-21036.48,100,1.756333
-21288.98,100,2.892614
-21280.11,100,4.044459
-1360384.701,100,0.628659
-21036.48,100,1.813663
-1360384.701,100,0.625985
-10499.08,100,1.798259
-1360384.701,100,0.624838
-3449.268,100,1.771586
152.42,100,2.90602
161.29,100,4.025748
-22941.68,100,5.145304
-1698.74,100,6.266954
-1697.59,100,7.416443
-1693.65,100,8.559492
-1695.58,100,9.734364
-1701.0,100,10.894624
-1690.14,100,12.037264
-1693.94,100,13.329367
-1692.09,100,14.515656
-1690.59,100,15.661534
-1691.45,100,16.836176
-1696.15,100,17.9892
-1688.49,100,19.171683
-1695.4,100,20.343554
-1696.6,100,21.522868
-1688.03,100,22.665662
-1684.93,100,23.819295
-1692.84,100,24.955955
-1694.21,100,26.10122
-1692.34,100,27.27149
-1686.09,100,28.434208
-1691.61,100,29.596192
-1698.43,100,30.776169
-1691.27,100,31.889082
-1695.74,100,33.175757
-1687.73,100,34.328895
-1693.8,100,35.44034
-1702.99,100,36.578542
-1680.44,100,37.716816
-1694.36,100,38.870559
-1691.38,100,40.01986
-1700.2,100,41.139193
-1687.95,100,42.308333
-1684.94,100,43.496775
-1689.02,100,44.614045
-1687.96,100,45.738164
-1695.32,100,46.850147
-1698.23,100,47.965597
-1690.55,100,49.144603
-1691.38,100,50.250768
-1695.55,100,51.363517
-1694.58,100,52.476452
-1700.55,100,53.584483
-1692.52,100,54.691957
-1695.74,100,55.800896
-1695.01,100,56.906964
-1697.38,100,57.488491
-1691.55,100,58.065887
-1690.99,100,58.645961
-1693.31,100,59.220202
-1689.09,100,59.797578
-1701.54,100,60.944181
-1695.57,100,62.096946
-1693.03,100,63.219074
-1687.78,100,64.336705
-1690.84,100,65.456727
-1691.38,100,66.583986
-1692.5,100,67.720779
-1695.26,100,68.832098
-1689.4,100,69.956605
-1693.36,100,71.122026
-1680.44,100,72.228853
-1697.41,100,73.34145
-1691.67,100,74.523116
-1701.11,100,75.790674
-1696.93,100,76.922567
-1697.9,100,78.118875
-1700.42,100,79.2799
-1695.64,100,80.472297
-1690.33,100,81.649118
-1692.45,100,82.860422
-1690.39,100,84.012049
-1691.25,100,85.142945
-1690.58,100,86.281529
-1695.0,100,87.503403
-1700.12,100,88.647015
-1695.82,100,89.843583
-1691.72,100,90.992455
-1694.91,100,92.166653
-1691.87,100,93.318547
-1687.61,100,94.447364
-1693.23,100,95.589217
-1694.92,100,96.754878
-1694.27,100,97.9121
-1694.04,100,99.040329
-1700.39,100,100.202713
-1698.06,100,101.347242
-1697.02,100,102.497603
-1691.69,100,103.624771
-1691.51,100,104.759516
-1691.45,100,105.920247
-1691.76,100,107.057279
-1701.76,100,108.202257
-1693.19,100,109.368488
-1696.44,100,110.52767
-1695.93,100,111.693232
-1697.58,100,112.820799
-1689.38,100,113.987242
-1690.87,100,115.153232
-1688.05,100,116.294015
-1694.31,100,117.446575
-1698.21,100,118.043817
-1691.36,100,118.640441
-1692.71,100,119.233764
-1689.24,100,119.834589
-1688.19,100,120.434687
-1691.31,100,121.607148
-1692.38,100,122.791862
-1695.69,100,123.933499
-1694.86,100,125.089868
-1692.09,100,126.243842
-1690.8,100,127.400727
-1698.75,100,128.534848
-1693.72,100,129.694107
-1697.68,100,130.814137
-1698.37,100,131.931643
-1694.25,100,133.061657
-1697.62,100,134.185167
-1691.37,100,135.33351
-1697.85,100,136.466675
-1703.94,100,137.576604
-1691.51,100,138.719248
-1692.34,100,139.826041
-1687.47,100,140.942921
-1696.31,100,142.068354
-1686.95,100,143.182315
-1693.53,100,144.294194
-1688.91,100,145.406958
-1694.95,100,146.518662
-1694.17,100,147.626533
-1683.61,100,148.735532
-1688.72,100,149.878303
-1687.89,100,151.038559
